Monster Name,Island,Monster 1,Monster 2,Portrait URL
Epic Pango,Cold Island,Thumpies,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a3/Epic_Pango.png/revision/latest?cb=20250106000019
Bowgart,Plant Island,Maw,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5b/Bowgart.png/revision/latest/scale-to-width-down/700?cb=20221208150221
Epic Spunge,Cold Island,Thumpies,Quibble,https://static.wikia.nocookie.net/mysingingmonsters/images/6/6b/Epic_Spunge.png/revision/latest?cb=20190530193009
Boodoo,Ethereal Island,Grumpyre,Jeeode,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5d/Boodoo.png/revision/latest/scale-to-width-down/700?cb=20240508131629
Epic Kayna,Fire Oasis,Sneyser,Phangler,https://static.wikia.nocookie.net/mysingingmonsters/images/1/1c/Epic_Kayna.png/revision/latest?cb=20220304060550
Yawstrich,Air Island,Scups,T-Rox,https://static.wikia.nocookie.net/mysingingmonsters/images/4/47/Yawstrich.png/revision/latest/scale-to-width-down/700?cb=20191027004126
Entbrat,Plant Island,Clamble,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/c/ca/Entbrat.png/revision/latest/scale-to-width-down/700?cb=20191026235937
Rare Kayna,Fire Haven,Barrb,Floogull,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Rare Noggin,Faerie Island,Ziggurab,Cantorell,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Rare Cataliszt,Mythical Island,Cataliszt,Anglow,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9e/Rare_Cataliszt.png/revision/latest?cb=20240808204832
Epic Potbelly,Cold Island,Deedge,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/0/08/Epic_Potbelly.png/revision/latest?cb=20250106000221
Banjaw,Bone Island,Hawlo,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c1/Banjaw.png/revision/latest?cb=20230918184907
Rare Potbelly,Plant Island,Pummel,Clamble,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Epic Furcorn,Earth Island,Thumpies,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b9/Epic_Furcorn.png/revision/latest?cb=20250105235752
Rootitoot,Psychic Island,Flowah,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e0/Rootitoot.png/revision/latest?cb=20250106000310
Rare Furcorn,Plant Island,Potbelly,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/3/39/Rare_Furcorn.png/revision/latest?cb=20250105235910
Epic Quibble,Air Island,Scups,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/6/6f/Epic_Quibble.png/revision/latest?cb=20250106000034
Clavavera,Seasonal Shanty,Punkleton,Schmoochle,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c9/Clavavera.png/revision/latest?cb=20221026220455
Rare Kayna,Faerie Island,Bridg-it,Clavi Gnat,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Enchantling,Magical Sanctum,Xyster,Knucklehead,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Enchantling.png/revision/latest?cb=20230909014346
Epic Thumpies,Cold Island,Congle,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/b/bd/Epic_Thumpies.png/revision/latest?cb=20191027015449
Rare Blabbit,Seasonal Shanty,Blabbit,Seasonal Monsters,https://static.wikia.nocookie.net/mysingingmonsters/images/0/04/Rare_Blabbit.png/revision/latest?cb=20191027022744
Rare Noggin,Fire Haven,Repatillo,Reedling,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Rare Congle,Cold Island,Maw,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a2/Rare_Congle.png/revision/latest?cb=20191027022402
Grumpyre,Cold Island,Deedge,Thumpies,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d1/Grumpyre.png/revision/latest?cb=20240824173500
Cantorell,Faerie Island,Squot,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/8/8e/Cantorell.png/revision/latest/scale-to-width-down/700?cb=20191211165030
Tring,Fire Haven,Floogull,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ed/Tring.png/revision/latest?cb=20191027010718
Humbug,Earth Island,Quarrister,PomPom,https://static.wikia.nocookie.net/mysingingmonsters/images/9/96/Humbug.png/revision/latest/scale-to-width-down/700?cb=20240508135140
Ffidyll,Seasonal Shanty,Schmoochle,Blabbit,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f0/Ffidyll.png/revision/latest?cb=20220310001149
Pladdie,Faerie Island,Cantorell,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fc/Pladdie.png/revision/latest?cb=20221210162645
Rare Gloptic,Psychic Island,Oaktopus,Yuggler,https://static.wikia.nocookie.net/mysingingmonsters/images/1/19/Rare_Gloptic.png/revision/latest?cb=20240814155240
Epic Barrb,Fire Haven,Floogull,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/9/97/Epic_Barrb.png/revision/latest?cb=20240410205453
Larvaluss,Magical Sanctum,Xyster,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/9/97/Larvaluss.png/revision/latest?cb=20220304055057
Epic Kazilleon,Ethereal Island,Sox,Arackulele,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f4/Epic_Kazilleon.png/revision/latest?cb=20240717161422
Rare Toe Jammer,Air Island,Congle,T-Rox,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
TooToo,Light Island,Gob,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5e/TooToo.png/revision/latest?cb=20220304033237
Epic Drumpler,Earth Island,Thumpies,Cybop,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9c/Epic_Drumpler.png/revision/latest?cb=20250105235503
Epic Congle,Air Island,Scups,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b9/Epic_Congle.png/revision/latest?cb=20190626214928
Epic Whiz-bang,Light Island,Blow't,Bulbo,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e8/Epic_Whiz-bang.png/revision/latest?cb=20240703172503
Banjaw,Bone Island,Denchuhs,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c1/Banjaw.png/revision/latest?cb=20230918184907
Entbrat,Plant Island,Bowgart,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/c/ca/Entbrat.png/revision/latest/scale-to-width-down/700?cb=20191026235937
Epic Toe Jammer,Cold Island,Deedge,Quibble,https://static.wikia.nocookie.net/mysingingmonsters/images/4/40/Epic_Toe_Jammer.png/revision/latest?cb=20250106000135
Rare Cherubble,Fire Oasis,Congle,Woolabee,https://static.wikia.nocookie.net/mysingingmonsters/images/d/de/Rare_Cherubble.png/revision/latest?cb=20240605164254
Rare Tring,Fire Haven,Barrb,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/7/79/Rare_Tring.png/revision/latest?cb=20200127190047
Rare Riff,Air Island,Quibble,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f2/Rare_Riff.png/revision/latest?cb=20191027022446
Rare Shellbeat,Water Island,Cybop,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2b/Rare_Shellbeat.png/revision/latest?cb=20191027022454
Gloptic,Psychic Island,Tapricorn,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e2/Gloptic.png/revision/latest?cb=20190926165044
Nebulob,Ethereal Island,Ghazt,Reebro,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e8/Nebulob.png/revision/latest/scale-to-width-down/700?cb=20240508140913
Bellowfish,Ethereal Island,Reebro,Jeeode,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7e/Bellowfish.png/revision/latest/scale-to-width-down/700?cb=20240427042437
Rare Jam Boree,Seasonal Shanty,Punkleton,Hoola,https://static.wikia.nocookie.net/mysingingmonsters/images/2/29/Rare_Jam_Boree.png/revision/latest?cb=20240517164641
Thumpies,Cold Island,Furcorn,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/0/07/Thumpies.png/revision/latest/scale-to-width-down/700?cb=20240508145824
Rare Mammott,Plant Island,T-Rox,Clamble,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Tring,Fire Haven,Repatillo,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ed/Tring.png/revision/latest?cb=20191027010718
Thrumble,Bone Island,Fwog,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5e/Thrumble.png/revision/latest?cb=20250106000254
Pummel,Plant Island,Fwog,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ec/Pummel.png/revision/latest/scale-to-width-down/700?cb=20240508142318
Rare Woolabee,Fire Oasis,Glowl,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b9/Rare_Woolabee.png/revision/latest?cb=20200312225953
Rare G'day,Magical Sanctum,Xyster,Fluoress,https://static.wikia.nocookie.net/mysingingmonsters/images/1/10/Rare_G%27day.png/revision/latest?cb=20250122153945
T-Rox,Plant Island,Fwog,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/c/ca/T-Rox.png/revision/latest?cb=20191026213658
Epic Quibble,Fire Oasis,Wynq,Pango,https://static.wikia.nocookie.net/mysingingmonsters/images/6/6f/Epic_Quibble.png/revision/latest?cb=20250106000034
Floogull,Fire Haven,Glowl,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0b/Floogull.png/revision/latest?cb=20250106000403
Rare Noggin,Earth Island,Reedling,PomPom,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Rare Quibble,Cold Island,Tweedle,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/5/53/Rare_Quibble.png/revision/latest?cb=20250106000040
Rare Tweedle,Fire Oasis,Whaddle,Woolabee,https://static.wikia.nocookie.net/mysingingmonsters/images/8/85/Rare_Tweedle.png/revision/latest?cb=20250106000109
Epic Dandidoo,Water Island,Pummel,Cybop,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fb/Epic_Dandidoo.png/revision/latest?cb=20250106000105
Rare Toe Jammer,Water Island,Pummel,Spunge,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Floogull,Fire Haven,Stogg,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0b/Floogull.png/revision/latest?cb=20250106000403
Rare Boodoo,Ethereal Island,Grumpyre,Jeeode,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b6/Rare_Boodoo.png/revision/latest?cb=20191027022645
T-Rox,Plant Island,Maw,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/c/ca/T-Rox.png/revision/latest?cb=20191026213658
Rare Spurrit,Fire Oasis,Wynq,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f1/Rare_Spurrit.png/revision/latest?cb=20231115164732
Sooza,Light Island,Flowah,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ef/Sooza.png/revision/latest?cb=20250106000301
Rare Wimmzies,Faerie Island,Kayna,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5c/Rare_Wimmzies.png/revision/latest?cb=20220304055900
Viveine,Shugabush Island,Shugabush,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/2/27/Viveine.png/revision/latest?cb=20220525232624
Epic Cybop,Earth Island,PomPom,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b0/Epic_Cybop.png/revision/latest?cb=20250106000049
Rare Deedge,Cold Island,Dandidoo,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e9/Rare_Deedge.png/revision/latest?cb=20230725174111
Rare Shellbeat,Water Island,Pummel,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2b/Rare_Shellbeat.png/revision/latest?cb=20191027022454
Rare Kayna,Bone Island,Thrumble,Uuduk,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Epic Tweedle,Air Island,Riff,Cybop,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c7/Epic_Tweedle.png/revision/latest/scale-to-width-down/700?cb=20230529230710
Blow't,Light Island,Flowah,Bulbo,https://static.wikia.nocookie.net/mysingingmonsters/images/5/58/Blow%27t.png/revision/latest?cb=20220223044109
Rooba,Psychic Island,Bonkers,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rooba.png/revision/latest?cb=20190926165158
Rare Yuggler,Psychic Island,Kayna,Theremind,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c2/Rare_Yuggler.png/revision/latest?cb=20220304062357
Epic Rootitoot,Psychic Island,Rooba,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fb/Epic_Rootitoot.png/revision/latest?cb=20220525232752
Hairionette,Psychic Island,Gloptic,Tapricorn,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d5/Hairionette_%28Major%29.png/revision/latest?cb=20241211164330
Rare Gobbleygourd,Fire Haven,Punkleton,Yool,https://static.wikia.nocookie.net/mysingingmonsters/images/b/ba/Rare_Gobbleygourd.png/revision/latest?cb=20211126064522
Riff,Air Island,Congle,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c3/Riff.png/revision/latest/scale-to-width-down/700?cb=20191026235927
Tring,Fire Haven,Stogg,Dandidoo,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ed/Tring.png/revision/latest?cb=20191027010718
